Pavarde      Vardas      Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde539   Vardas539   6.24                6.00               kietiakas   
Pavarde54    Vardas54    4.80                4.80               vargsiukas  
Pavarde540   Vardas540   6.40                7.20               kietiakas   
Pavarde541   Vardas541   7.40                7.00               kietiakas   
Pavarde542   Vardas542   8.32                8.80               kietiakas   
Pavarde543   Vardas543   7.16                7.00               kietiakas   
Pavarde544   Vardas544   2.92                3.00               vargsiukas  
Pavarde545   Vardas545   5.60                5.20               kietiakas   
Pavarde546   Vardas546   6.28                6.60               kietiakas   
Pavarde547   Vardas547   6.64                7.60               kietiakas   
Pavarde548   Vardas548   8.08                7.20               kietiakas   
Pavarde549   Vardas549   2.96                2.80               vargsiukas  
Pavarde55    Vardas55    5.48                5.80               kietiakas   
Pavarde550   Vardas550   2.68                2.60               vargsiukas  
Pavarde551   Vardas551   4.12                4.20               vargsiukas  
Pavarde552   Vardas552   3.36                4.00               vargsiukas  
Pavarde553   Vardas553   7.20                8.00               kietiakas   
Pavarde554   Vardas554   5.20                5.20               kietiakas   
Pavarde555   Vardas555   3.76                3.60               vargsiukas  
Pavarde556   Vardas556   8.16                8.00               kietiakas   
Pavarde557   Vardas557   2.44                2.20               vargsiukas  
Pavarde558   Vardas558   5.68                6.00               kietiakas   
Pavarde559   Vardas559   3.88                4.20               vargsiukas  
Pavarde56    Vardas56    7.00                7.40               kietiakas   
Pavarde560   Vardas560   3.04                3.60               vargsiukas  
Pavarde561   Vardas561   8.20                8.20               kietiakas   
Pavarde562   Vardas562   7.80                7.00               kietiakas   
Pavarde563   Vardas563   4.88                5.20               vargsiukas  
Pavarde564   Vardas564   4.00                3.20               vargsiukas  
Pavarde565   Vardas565   6.32                6.80               kietiakas   
Pavarde566   Vardas566   6.56                6.80               kietiakas   
Pavarde567   Vardas567   6.84                6.60               kietiakas   
Pavarde568   Vardas568   7.44                7.60               kietiakas   
Pavarde569   Vardas569   6.24                5.20               kietiakas   
Pavarde57    Vardas57    3.04                2.80               vargsiukas  
Pavarde570   Vardas570   6.16                6.00               kietiakas   
Pavarde571   Vardas571   5.92                6.00               kietiakas   
Pavarde572   Vardas572   5.44                5.20               kietiakas   
Pavarde573   Vardas573   5.72                5.80               kietiakas   
Pavarde574   Vardas574   3.48                3.40               vargsiukas  
Pavarde575   Vardas575   8.56                8.40               kietiakas   
Pavarde576   Vardas576   6.68                6.60               kietiakas   
Pavarde577   Vardas577   6.08                7.20               kietiakas   
Pavarde578   Vardas578   5.76                6.00               kietiakas   
Pavarde579   Vardas579   5.28                5.20               kietiakas   
Pavarde58    Vardas58    6.36                6.20               kietiakas   
Pavarde580   Vardas580   6.40                6.40               kietiakas   
Pavarde581   Vardas581   7.08                6.60               kietiakas   
Pavarde582   Vardas582   5.00                4.60               kietiakas   
Pavarde583   Vardas583   4.92                5.00               vargsiukas  
Pavarde584   Vardas584   6.72                6.00               kietiakas   
Pavarde585   Vardas585   2.52                2.20               vargsiukas  
Pavarde586   Vardas586   4.76                4.60               vargsiukas  
Pavarde587   Vardas587   2.60                2.60               vargsiukas  
Pavarde588   Vardas588   4.80                4.40               vargsiukas  
Pavarde589   Vardas589   4.80                4.40               vargsiukas  
Pavarde59    Vardas59    2.72                2.40               vargsiukas  
Pavarde590   Vardas590   6.72                6.80               kietiakas   
Pavarde591   Vardas591   6.72                6.40               kietiakas   
Pavarde592   Vardas592   2.56                2.40               vargsiukas  
Pavarde593   Vardas593   8.32                8.00               kietiakas   
Pavarde594   Vardas594   6.00                5.60               kietiakas   
Pavarde595   Vardas595   5.60                4.80               kietiakas   
Pavarde596   Vardas596   6.88                7.60               kietiakas   
Pavarde597   Vardas597   7.36                7.20               kietiakas   
Pavarde598   Vardas598   7.20                7.20               kietiakas   
Pavarde599   Vardas599   7.04                7.20               kietiakas   
Pavarde6     Vardas6     5.12                4.80               kietiakas   
Pavarde60    Vardas60    8.12                8.20               kietiakas   
Pavarde600   Vardas600   2.56                2.80               vargsiukas  
Pavarde601   Vardas601   5.96                6.20               kietiakas   
Pavarde602   Vardas602   8.12                8.20               kietiakas   
Pavarde603   Vardas603   2.04                1.80               vargsiukas  
Pavarde604   Vardas604   8.08                8.00               kietiakas   
Pavarde605   Vardas605   5.32                5.80               kietiakas   
Pavarde606   Vardas606   6.12                5.80               kietiakas   
Pavarde607   Vardas607   6.64                6.80               kietiakas   
Pavarde608   Vardas608   5.28                5.60               kietiakas   
Pavarde609   Vardas609   7.76                7.60               kietiakas   
Pavarde61    Vardas61    4.28                3.80               vargsiukas  
Pavarde610   Vardas610   8.48                8.40               kietiakas   
Pavarde611   Vardas611   4.72                5.20               vargsiukas  
Pavarde612   Vardas612   3.40                3.00               vargsiukas  
Pavarde613   Vardas613   6.40                6.00               kietiakas   
Pavarde614   Vardas614   6.52                6.60               kietiakas   
Pavarde615   Vardas615   4.96                4.80               vargsiukas  
Pavarde616   Vardas616   5.80                5.80               kietiakas   
Pavarde617   Vardas617   2.60                2.20               vargsiukas  
Pavarde618   Vardas618   8.08                8.00               kietiakas   
Pavarde619   Vardas619   4.44                4.60               vargsiukas  
Pavarde62    Vardas62    7.52                8.40               kietiakas   
Pavarde620   Vardas620   4.88                5.20               vargsiukas  
Pavarde621   Vardas621   6.08                6.00               kietiakas   
Pavarde622   Vardas622   7.76                7.60               kietiakas   
Pavarde623   Vardas623   3.48                3.40               vargsiukas  
Pavarde624   Vardas624   5.68                6.00               kietiakas   
Pavarde625   Vardas625   6.04                5.40               kietiakas   
Pavarde626   Vardas626   7.28                6.80               kietiakas   
Pavarde627   Vardas627   5.04                4.80               kietiakas   
Pavarde628   Vardas628   3.96                3.80               vargsiukas  
Pavarde629   Vardas629   6.28                6.60               kietiakas   
Pavarde63    Vardas63    2.84                2.60               vargsiukas  
Pavarde630   Vardas630   5.96                5.40               kietiakas   
Pavarde631   Vardas631   6.48                7.20               kietiakas   
Pavarde632   Vardas632   2.76                3.00               vargsiukas  
Pavarde633   Vardas633   7.56                7.40               kietiakas   
Pavarde634   Vardas634   5.12                5.60               kietiakas   
Pavarde635   Vardas635   7.76                8.00               kietiakas   
Pavarde636   Vardas636   7.76                7.20               kietiakas   
Pavarde637   Vardas637   5.80                5.00               kietiakas   
Pavarde638   Vardas638   5.24                5.40               kietiakas   
Pavarde639   Vardas639   6.56                6.40               kietiakas   
Pavarde64    Vardas64    3.68                3.60               vargsiukas  
Pavarde640   Vardas640   9.28                9.60               kietiakas   
Pavarde641   Vardas641   3.16                3.00               vargsiukas  
Pavarde642   Vardas642   4.32                4.80               vargsiukas  
Pavarde643   Vardas643   3.60                3.60               vargsiukas  
Pavarde644   Vardas644   6.72                6.40               kietiakas   
Pavarde645   Vardas645   8.08                8.40               kietiakas   
Pavarde646   Vardas646   3.44                3.20               vargsiukas  
Pavarde647   Vardas647   4.68                4.60               vargsiukas  
Pavarde648   Vardas648   3.52                3.60               vargsiukas  
Pavarde649   Vardas649   4.88                4.80               vargsiukas  
Pavarde65    Vardas65    7.20                7.60               kietiakas   
Pavarde650   Vardas650   3.72                4.20               vargsiukas  
Pavarde651   Vardas651   2.96                2.40               vargsiukas  
Pavarde652   Vardas652   8.36                8.60               kietiakas   
Pavarde653   Vardas653   7.04                6.80               kietiakas   
Pavarde654   Vardas654   3.72                3.80               vargsiukas  
Pavarde655   Vardas655   4.80                4.40               vargsiukas  
Pavarde656   Vardas656   8.28                8.20               kietiakas   
Pavarde657   Vardas657   5.24                5.40               kietiakas   
Pavarde658   Vardas658   7.72                7.80               kietiakas   
Pavarde659   Vardas659   3.52                3.20               vargsiukas  
Pavarde66    Vardas66    8.68                9.00               kietiakas   
Pavarde660   Vardas660   7.16                7.40               kietiakas   
Pavarde661   Vardas661   2.04                1.40               vargsiukas  
Pavarde662   Vardas662   3.48                3.80               vargsiukas  
Pavarde663   Vardas663   3.72                3.80               vargsiukas  
Pavarde664   Vardas664   6.88                7.20               kietiakas   
Pavarde665   Vardas665   6.40                6.40               kietiakas   
Pavarde666   Vardas666   3.44                4.00               vargsiukas  
Pavarde667   Vardas667   6.36                6.20               kietiakas   
Pavarde668   Vardas668   4.24                3.20               vargsiukas  
Pavarde669   Vardas669   4.92                4.20               vargsiukas  
Pavarde67    Vardas67    3.12                2.40               vargsiukas  
Pavarde670   Vardas670   3.28                2.80               vargsiukas  
Pavarde671   Vardas671   5.48                5.80               kietiakas   
Pavarde672   Vardas672   5.84                5.20               kietiakas   
Pavarde673   Vardas673   6.28                6.60               kietiakas   
Pavarde674   Vardas674   6.32                5.60               kietiakas   
Pavarde675   Vardas675   8.64                8.40               kietiakas   
Pavarde676   Vardas676   2.52                3.00               vargsiukas  
Pavarde677   Vardas677   7.72                7.40               kietiakas   
Pavarde678   Vardas678   8.48                8.40               kietiakas   
Pavarde679   Vardas679   5.96                5.80               kietiakas   
Pavarde68    Vardas68    5.64                5.80               kietiakas   
Pavarde680   Vardas680   4.72                4.40               vargsiukas  
Pavarde681   Vardas681   7.84                8.00               kietiakas   
Pavarde682   Vardas682   6.88                6.40               kietiakas   
Pavarde683   Vardas683   3.56                3.80               vargsiukas  
Pavarde684   Vardas684   5.96                5.80               kietiakas   
Pavarde685   Vardas685   2.88                3.20               vargsiukas  
Pavarde686   Vardas686   6.04                6.60               kietiakas   
Pavarde687   Vardas687   5.64                6.20               kietiakas   
Pavarde688   Vardas688   2.68                3.00               vargsiukas  
Pavarde689   Vardas689   6.08                6.40               kietiakas   
Pavarde69    Vardas69    3.36                3.60               vargsiukas  
Pavarde690   Vardas690   2.68                3.40               vargsiukas  
Pavarde691   Vardas691   8.08                7.60               kietiakas   
Pavarde692   Vardas692   3.28                4.00               vargsiukas  
Pavarde693   Vardas693   5.00                4.20               kietiakas   
Pavarde694   Vardas694   5.48                5.40               kietiakas   
Pavarde695   Vardas695   6.96                6.80               kietiakas   
Pavarde696   Vardas696   7.92                8.40               kietiakas   
Pavarde697   Vardas697   3.28                4.00               vargsiukas  
Pavarde698   Vardas698   3.24                3.40               vargsiukas  
Pavarde699   Vardas699   3.92                3.60               vargsiukas  
Pavarde7     Vardas7     4.40                4.40               vargsiukas  
Pavarde70    Vardas70    3.36                3.60               vargsiukas  
Pavarde700   Vardas700   4.60                4.20               vargsiukas  
Pavarde701   Vardas701   2.36                1.80               vargsiukas  
Pavarde702   Vardas702   6.28                5.80               kietiakas   
Pavarde703   Vardas703   4.80                4.80               vargsiukas  
Pavarde704   Vardas704   6.28                6.20               kietiakas   
Pavarde705   Vardas705   4.52                5.00               vargsiukas  
Pavarde706   Vardas706   8.64                9.20               kietiakas   
Pavarde707   Vardas707   8.80                9.20               kietiakas   
Pavarde708   Vardas708   7.40                7.40               kietiakas   
Pavarde709   Vardas709   6.16                6.00               kietiakas   
Pavarde71    Vardas71    2.28                2.20               vargsiukas  
Pavarde710   Vardas710   4.92                4.60               vargsiukas  
Pavarde711   Vardas711   5.92                5.20               kietiakas   
Pavarde712   Vardas712   7.40                7.40               kietiakas   
Pavarde713   Vardas713   7.24                7.80               kietiakas   
Pavarde714   Vardas714   3.08                3.40               vargsiukas  
Pavarde715   Vardas715   4.88                5.20               vargsiukas  
Pavarde716   Vardas716   8.88                9.20               kietiakas   
Pavarde717   Vardas717   5.52                5.60               kietiakas   
Pavarde718   Vardas718   8.16                8.00               kietiakas   
Pavarde719   Vardas719   6.68                6.60               kietiakas   
Pavarde72    Vardas72    4.28                3.80               vargsiukas  
Pavarde720   Vardas720   5.08                4.60               kietiakas   
Pavarde721   Vardas721   6.16                6.80               kietiakas   
Pavarde722   Vardas722   3.12                2.00               vargsiukas  
Pavarde723   Vardas723   7.76                7.60               kietiakas   
Pavarde724   Vardas724   7.48                7.00               kietiakas   
Pavarde725   Vardas725   8.28                7.80               kietiakas   
Pavarde726   Vardas726   8.08                8.40               kietiakas   
Pavarde727   Vardas727   6.20                5.80               kietiakas   
Pavarde728   Vardas728   7.92                7.20               kietiakas   
Pavarde729   Vardas729   7.68                7.20               kietiakas   
Pavarde73    Vardas73    2.68                2.60               vargsiukas  
Pavarde730   Vardas730   8.64                8.80               kietiakas   
Pavarde731   Vardas731   2.84                3.00               vargsiukas  
Pavarde732   Vardas732   6.44                6.60               kietiakas   
Pavarde733   Vardas733   7.40                7.40               kietiakas   
Pavarde734   Vardas734   6.16                6.00               kietiakas   
Pavarde735   Vardas735   2.28                2.20               vargsiukas  
Pavarde736   Vardas736   4.36                5.40               vargsiukas  
Pavarde737   Vardas737   4.96                5.20               vargsiukas  
Pavarde738   Vardas738   9.04                9.60               kietiakas   
Pavarde739   Vardas739   3.84                4.00               vargsiukas  
Pavarde74    Vardas74    4.40                4.40               vargsiukas  
Pavarde740   Vardas740   7.64                7.80               kietiakas   
Pavarde741   Vardas741   6.64                6.00               kietiakas   
Pavarde742   Vardas742   4.40                4.40               vargsiukas  
Pavarde743   Vardas743   4.04                3.40               vargsiukas  
Pavarde744   Vardas744   2.60                2.20               vargsiukas  
Pavarde745   Vardas745   6.52                6.60               kietiakas   
Pavarde746   Vardas746   5.80                5.80               kietiakas   
Pavarde747   Vardas747   8.08                7.20               kietiakas   
Pavarde748   Vardas748   3.36                3.20               vargsiukas  
Pavarde749   Vardas749   2.52                2.20               vargsiukas  
Pavarde75    Vardas75    3.60                3.60               vargsiukas  
Pavarde750   Vardas750   4.04                4.20               vargsiukas  
Pavarde751   Vardas751   6.04                6.20               kietiakas   
Pavarde752   Vardas752   7.92                8.00               kietiakas   
Pavarde753   Vardas753   3.00                3.00               vargsiukas  
Pavarde754   Vardas754   5.56                5.40               kietiakas   
Pavarde755   Vardas755   8.32                8.00               kietiakas   
Pavarde756   Vardas756   6.16                5.60               kietiakas   
Pavarde757   Vardas757   5.28                5.20               kietiakas   
Pavarde758   Vardas758   5.08                5.00               kietiakas   
Pavarde759   Vardas759   7.92                8.00               kietiakas   
Pavarde76    Vardas76    8.36                8.60               kietiakas   
Pavarde760   Vardas760   4.56                4.40               vargsiukas  
Pavarde761   Vardas761   6.24                6.00               kietiakas   
Pavarde762   Vardas762   5.52                5.20               kietiakas   
Pavarde763   Vardas763   7.32                7.00               kietiakas   
Pavarde764   Vardas764   6.80                6.80               kietiakas   
Pavarde765   Vardas765   4.56                4.40               vargsiukas  
Pavarde766   Vardas766   5.44                6.00               kietiakas   
Pavarde767   Vardas767   5.96                5.80               kietiakas   
Pavarde768   Vardas768   8.72                9.20               kietiakas   
Pavarde769   Vardas769   7.04                6.80               kietiakas   
Pavarde77    Vardas77    2.84                3.40               vargsiukas  
Pavarde770   Vardas770   7.36                8.00               kietiakas   
Pavarde771   Vardas771   5.44                5.20               kietiakas   
Pavarde772   Vardas772   3.00                3.40               vargsiukas  
Pavarde773   Vardas773   3.92                4.80               vargsiukas  
Pavarde774   Vardas774   4.52                4.20               vargsiukas  
Pavarde775   Vardas775   5.96                5.80               kietiakas   
Pavarde776   Vardas776   3.56                3.80               vargsiukas  
Pavarde777   Vardas777   3.60                3.60               vargsiukas  
Pavarde778   Vardas778   9.12                9.60               kietiakas   
Pavarde779   Vardas779   4.00                4.40               vargsiukas  
Pavarde78    Vardas78    7.76                8.00               kietiakas   
Pavarde780   Vardas780   5.08                5.80               kietiakas   
Pavarde781   Vardas781   8.80                9.20               kietiakas   
Pavarde782   Vardas782   2.96                2.40               vargsiukas  
Pavarde783   Vardas783   5.32                5.80               kietiakas   
Pavarde784   Vardas784   8.20                9.00               kietiakas   
Pavarde785   Vardas785   5.60                4.80               kietiakas   
Pavarde786   Vardas786   4.40                4.40               vargsiukas  
Pavarde787   Vardas787   5.64                5.80               kietiakas   
Pavarde788   Vardas788   6.64                6.80               kietiakas   
Pavarde789   Vardas789   3.56                3.80               vargsiukas  
Pavarde79    Vardas79    8.24                8.00               kietiakas   
Pavarde790   Vardas790   5.20                4.40               kietiakas   
Pavarde791   Vardas791   4.84                4.60               vargsiukas  
Pavarde792   Vardas792   3.00                2.60               vargsiukas  
Pavarde793   Vardas793   5.88                5.80               kietiakas   
Pavarde794   Vardas794   7.56                6.60               kietiakas   
Pavarde795   Vardas795   6.60                7.00               kietiakas   
Pavarde796   Vardas796   4.24                4.40               vargsiukas  
Pavarde797   Vardas797   4.52                5.00               vargsiukas  
Pavarde798   Vardas798   3.72                3.80               vargsiukas  
Pavarde799   Vardas799   3.40                3.40               vargsiukas  
Pavarde8     Vardas8     4.08                4.40               vargsiukas  
Pavarde80    Vardas80    8.16                8.40               kietiakas   
Pavarde800   Vardas800   6.20                6.20               kietiakas   
Pavarde801   Vardas801   6.84                7.00               kietiakas   
Pavarde802   Vardas802   3.80                3.40               vargsiukas  
Pavarde803   Vardas803   6.36                6.60               kietiakas   
Pavarde804   Vardas804   5.48                5.00               kietiakas   
Pavarde805   Vardas805   6.44                6.60               kietiakas   
Pavarde806   Vardas806   7.24                7.00               kietiakas   
Pavarde807   Vardas807   6.24                6.80               kietiakas   
Pavarde808   Vardas808   7.76                7.60               kietiakas   
Pavarde809   Vardas809   4.28                4.20               vargsiukas  
Pavarde81    Vardas81    6.28                5.80               kietiakas   
Pavarde810   Vardas810   3.72                3.80               vargsiukas  
Pavarde811   Vardas811   7.08                7.40               kietiakas   
Pavarde812   Vardas812   8.40                8.80               kietiakas   
Pavarde813   Vardas813   3.80                3.80               vargsiukas  
Pavarde814   Vardas814   2.44                2.60               vargsiukas  
Pavarde815   Vardas815   2.04                1.80               vargsiukas  
Pavarde816   Vardas816   5.92                5.60               kietiakas   
Pavarde817   Vardas817   7.72                7.40               kietiakas   
Pavarde818   Vardas818   4.28                3.80               vargsiukas  
Pavarde819   Vardas819   6.72                6.80               kietiakas   
Pavarde82    Vardas82    3.80                3.40               vargsiukas  
Pavarde820   Vardas820   6.72                7.20               kietiakas   
Pavarde821   Vardas821   2.92                1.80               vargsiukas  
Pavarde822   Vardas822   3.16                3.80               vargsiukas  
Pavarde823   Vardas823   8.08                8.00               kietiakas   
Pavarde824   Vardas824   5.76                6.00               kietiakas   
Pavarde825   Vardas825   7.00                7.00               kietiakas   
Pavarde826   Vardas826   9.36                10.00              kietiakas   
Pavarde827   Vardas827   5.76                6.40               kietiakas   
Pavarde828   Vardas828   8.56                8.00               kietiakas   
Pavarde829   Vardas829   2.68                3.40               vargsiukas  
Pavarde83    Vardas83    3.84                3.60               vargsiukas  
Pavarde830   Vardas830   5.76                6.40               kietiakas   
Pavarde831   Vardas831   5.56                5.80               kietiakas   
Pavarde832   Vardas832   2.04                1.80               vargsiukas  
Pavarde833   Vardas833   6.48                6.40               kietiakas   
Pavarde834   Vardas834   1.80                1.40               vargsiukas  
Pavarde835   Vardas835   8.04                8.20               kietiakas   
Pavarde836   Vardas836   6.28                6.60               kietiakas   
Pavarde837   Vardas837   7.76                7.60               kietiakas   
Pavarde838   Vardas838   7.64                7.40               kietiakas   
Pavarde839   Vardas839   5.08                4.60               kietiakas   
Pavarde84    Vardas84    7.32                7.40               kietiakas   
Pavarde840   Vardas840   4.16                3.60               vargsiukas  
Pavarde841   Vardas841   5.84                6.40               kietiakas   
Pavarde842   Vardas842   4.72                4.40               vargsiukas  
Pavarde843   Vardas843   3.20                3.20               vargsiukas  
Pavarde844   Vardas844   8.80                8.80               kietiakas   
Pavarde845   Vardas845   5.92                6.00               kietiakas   
Pavarde846   Vardas846   5.96                5.80               kietiakas   
Pavarde847   Vardas847   5.92                6.40               kietiakas   
Pavarde848   Vardas848   3.68                4.00               vargsiukas  
Pavarde849   Vardas849   6.52                5.80               kietiakas   
Pavarde85    Vardas85    6.40                6.00               kietiakas   
Pavarde850   Vardas850   8.00                8.00               kietiakas   
Pavarde851   Vardas851   7.04                6.40               kietiakas   
Pavarde852   Vardas852   6.00                5.60               kietiakas   
Pavarde853   Vardas853   6.68                7.40               kietiakas   
Pavarde854   Vardas854   9.20                9.60               kietiakas   
Pavarde855   Vardas855   3.68                3.20               vargsiukas  
Pavarde856   Vardas856   3.24                3.40               vargsiukas  
Pavarde857   Vardas857   8.20                7.80               kietiakas   
Pavarde858   Vardas858   6.00                6.00               kietiakas   
Pavarde859   Vardas859   3.08                2.60               vargsiukas  
Pavarde86    Vardas86    8.88                8.40               kietiakas   
Pavarde860   Vardas860   5.00                5.00               kietiakas   
Pavarde861   Vardas861   5.48                5.00               kietiakas   
Pavarde862   Vardas862   6.04                5.80               kietiakas   
Pavarde863   Vardas863   4.28                4.20               vargsiukas  
Pavarde864   Vardas864   3.40                3.00               vargsiukas  
Pavarde865   Vardas865   7.52                6.80               kietiakas   
Pavarde866   Vardas866   6.48                6.80               kietiakas   
Pavarde867   Vardas867   3.84                2.80               vargsiukas  
Pavarde868   Vardas868   5.80                5.40               kietiakas   
Pavarde869   Vardas869   3.96                3.80               vargsiukas  
Pavarde87    Vardas87    7.16                7.40               kietiakas   
Pavarde870   Vardas870   7.16                7.00               kietiakas   
Pavarde871   Vardas871   4.16                4.40               vargsiukas  
Pavarde872   Vardas872   7.04                7.20               kietiakas   
Pavarde873   Vardas873   2.92                3.00               vargsiukas  
Pavarde874   Vardas874   2.96                3.20               vargsiukas  
Pavarde875   Vardas875   8.28                8.60               kietiakas   
Pavarde876   Vardas876   7.32                7.40               kietiakas   
Pavarde877   Vardas877   3.64                3.40               vargsiukas  
Pavarde878   Vardas878   2.04                1.80               vargsiukas  
Pavarde879   Vardas879   5.76                6.40               kietiakas   
Pavarde88    Vardas88    5.44                6.00               kietiakas   
Pavarde880   Vardas880   7.60                8.00               kietiakas   
Pavarde881   Vardas881   7.00                7.00               kietiakas   
Pavarde882   Vardas882   2.72                2.00               vargsiukas  
Pavarde883   Vardas883   4.12                5.00               vargsiukas  
Pavarde884   Vardas884   5.40                4.60               kietiakas   
Pavarde885   Vardas885   2.40                2.40               vargsiukas  
Pavarde886   Vardas886   2.60                2.20               vargsiukas  
Pavarde887   Vardas887   6.52                6.60               kietiakas   
Pavarde888   Vardas888   5.56                5.80               kietiakas   
Pavarde889   Vardas889   4.68                5.40               vargsiukas  
Pavarde89    Vardas89    8.08                8.40               kietiakas   
Pavarde890   Vardas890   7.12                7.20               kietiakas   
Pavarde891   Vardas891   3.64                3.00               vargsiukas  
Pavarde892   Vardas892   2.12                2.20               vargsiukas  
Pavarde893   Vardas893   3.56                4.20               vargsiukas  
Pavarde894   Vardas894   5.80                5.40               kietiakas   
Pavarde895   Vardas895   6.88                6.80               kietiakas   
Pavarde896   Vardas896   4.04                4.20               vargsiukas  
Pavarde897   Vardas897   8.32                8.00               kietiakas   
Pavarde898   Vardas898   6.92                7.40               kietiakas   
Pavarde899   Vardas899   7.32                7.40               kietiakas   
Pavarde9     Vardas9     7.48                7.80               kietiakas   
Pavarde90    Vardas90    3.36                4.00               vargsiukas  
Pavarde900   Vardas900   9.12                10.00              kietiakas   
Pavarde901   Vardas901   2.96                2.00               vargsiukas  
Pavarde902   Vardas902   6.04                5.40               kietiakas   
Pavarde903   Vardas903   4.20                4.20               vargsiukas  
Pavarde904   Vardas904   6.92                7.40               kietiakas   
Pavarde905   Vardas905   5.44                5.20               kietiakas   
Pavarde906   Vardas906   6.12                5.80               kietiakas   
Pavarde907   Vardas907   3.88                3.80               vargsiukas  
Pavarde908   Vardas908   3.16                3.00               vargsiukas  
Pavarde909   Vardas909   7.80                8.20               kietiakas   
Pavarde91    Vardas91    7.00                7.00               kietiakas   
Pavarde910   Vardas910   4.76                5.00               vargsiukas  
Pavarde911   Vardas911   5.36                4.80               kietiakas   
Pavarde912   Vardas912   5.40                5.40               kietiakas   
Pavarde913   Vardas913   5.52                6.00               kietiakas   
Pavarde914   Vardas914   5.56                6.20               kietiakas   
Pavarde915   Vardas915   4.60                5.00               vargsiukas  
Pavarde916   Vardas916   7.32                7.00               kietiakas   
Pavarde917   Vardas917   4.64                4.40               vargsiukas  
Pavarde918   Vardas918   8.24                7.60               kietiakas   
Pavarde919   Vardas919   7.48                7.80               kietiakas   
Pavarde92    Vardas92    2.68                2.20               vargsiukas  
Pavarde920   Vardas920   6.80                6.40               kietiakas   
Pavarde921   Vardas921   2.68                2.60               vargsiukas  
Pavarde922   Vardas922   3.56                3.80               vargsiukas  
Pavarde923   Vardas923   6.08                6.00               kietiakas   
Pavarde924   Vardas924   4.60                5.40               vargsiukas  
Pavarde925   Vardas925   3.80                3.80               vargsiukas  
Pavarde926   Vardas926   2.52                2.20               vargsiukas  
Pavarde927   Vardas927   3.40                3.40               vargsiukas  
Pavarde928   Vardas928   3.68                3.60               vargsiukas  
Pavarde929   Vardas929   3.32                3.00               vargsiukas  
Pavarde93    Vardas93    3.56                3.00               vargsiukas  
Pavarde930   Vardas930   7.88                7.80               kietiakas   
Pavarde931   Vardas931   7.44                8.80               kietiakas   
Pavarde932   Vardas932   4.32                4.40               vargsiukas  
Pavarde933   Vardas933   4.56                4.40               vargsiukas  
Pavarde934   Vardas934   4.52                4.60               vargsiukas  
Pavarde935   Vardas935   2.52                1.80               vargsiukas  
Pavarde936   Vardas936   3.92                3.60               vargsiukas  
Pavarde937   Vardas937   4.44                5.00               vargsiukas  
Pavarde938   Vardas938   4.84                5.00               vargsiukas  
Pavarde939   Vardas939   7.16                7.40               kietiakas   
Pavarde94    Vardas94    3.40                3.40               vargsiukas  
Pavarde940   Vardas940   4.56                4.00               vargsiukas  
Pavarde941   Vardas941   2.52                2.60               vargsiukas  
Pavarde942   Vardas942   8.00                8.00               kietiakas   
Pavarde943   Vardas943   2.60                2.20               vargsiukas  
Pavarde944   Vardas944   7.36                7.20               kietiakas   
Pavarde945   Vardas945   2.92                2.60               vargsiukas  
Pavarde946   Vardas946   6.04                5.80               kietiakas   
Pavarde947   Vardas947   4.88                4.80               vargsiukas  
Pavarde948   Vardas948   3.68                4.00               vargsiukas  
Pavarde949   Vardas949   4.64                4.00               vargsiukas  
Pavarde95    Vardas95    5.52                6.00               kietiakas   
Pavarde950   Vardas950   3.88                3.80               vargsiukas  
Pavarde951   Vardas951   7.56                7.80               kietiakas   
Pavarde952   Vardas952   3.72                4.20               vargsiukas  
Pavarde953   Vardas953   7.16                8.20               kietiakas   
Pavarde954   Vardas954   7.04                7.20               kietiakas   
Pavarde955   Vardas955   4.96                4.80               vargsiukas  
Pavarde956   Vardas956   2.84                2.60               vargsiukas  
Pavarde957   Vardas957   2.04                1.80               vargsiukas  
Pavarde958   Vardas958   3.56                3.40               vargsiukas  
Pavarde959   Vardas959   6.28                5.80               kietiakas   
Pavarde96    Vardas96    7.56                7.40               kietiakas   
Pavarde960   Vardas960   5.68                6.40               kietiakas   
Pavarde961   Vardas961   5.80                5.40               kietiakas   
Pavarde962   Vardas962   8.80                8.80               kietiakas   
Pavarde963   Vardas963   7.92                7.60               kietiakas   
Pavarde964   Vardas964   6.44                7.00               kietiakas   
Pavarde965   Vardas965   6.44                6.60               kietiakas   
Pavarde966   Vardas966   6.12                6.60               kietiakas   
Pavarde967   Vardas967   5.04                4.80               kietiakas   
Pavarde968   Vardas968   8.08                8.80               kietiakas   
Pavarde969   Vardas969   7.48                7.80               kietiakas   
Pavarde97    Vardas97    7.48                7.00               kietiakas   
Pavarde970   Vardas970   7.04                7.20               kietiakas   
Pavarde971   Vardas971   6.76                7.00               kietiakas   
Pavarde972   Vardas972   3.92                3.60               vargsiukas  
Pavarde973   Vardas973   4.36                5.00               vargsiukas  
Pavarde974   Vardas974   7.36                7.60               kietiakas   
Pavarde975   Vardas975   3.52                3.20               vargsiukas  
Pavarde976   Vardas976   8.28                8.60               kietiakas   
Pavarde977   Vardas977   3.68                3.60               vargsiukas  
Pavarde978   Vardas978   2.60                2.60               vargsiukas  
Pavarde979   Vardas979   5.84                6.00               kietiakas   
Pavarde98    Vardas98    6.12                6.20               kietiakas   
Pavarde980   Vardas980   5.12                5.20               kietiakas   
